Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
09-01-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.1,29.8,93,196
09-05-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17,30.3,77,162
09-07-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.5,32.3,79,158
09-12-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,15.2,24.7,51,100
14-09-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,15.4,27,72,140
19-09-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.2,31.3,76,154
21-09-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,16.1,28.7,87,183
26-09-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,16.7,30.4,90,178
28-09-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,15.7,27.1,93,194
10-03-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.8,33.2,90,189
10-05-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.9,34.2,95,209
10-10-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.4,31.6,94,205
13-10-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.8,33,98,217
17-10-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18,33.2,112,268
19-10-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,17.8,33.2,123,282
24-10-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.2,33.2,128,297
26-10-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,18.1,34.3,138,301
11-02-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.2,34.9,182,363
11-04-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.5,33,196,381
11-08-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20.2,36.8,211,362
11-10-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.1,31.9,195,395
14-11-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.6,34.1,193,402
16-11-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.8,33.5,200,422
21-11-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.4,33,193,343
23-11-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20.1,36.1,182,375
28-11-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.8,35.4,182,391
12-02-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20.9,34.9,190,394
12-05-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.8,35.5,193,347
12-08-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20,35.9,177,320
12-12-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,20,35.9,188,391
15-12-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.4,33.7,163,297
19-12-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.9,33.4,195,360
22-12-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.4,33.2,152,286
26-12-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.8,34.1,168,310
29-12-2005,Uttar Pradesh,Anpara,Renusagar Colony,Industrial Areas,19.3,32.8,196,365
06-03-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,18,43,178,684
06-07-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,20,28,NA,331
06-10-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,26,38,NA,487
14-06-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,19,27,NA,446
17-06-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,29,41,NA,518
21-06-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,29,41,NA,518
24-06-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,25,42,NA,216
28-06-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,35,35,NA,432
07-01-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,17,23,NA,198
07-05-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,10,26,NA,94
07-08-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,7,13,NA,130
07-12-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,9,17,NA,238
15-07-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,12,14,NA,154
19-07-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,10,14,NA,168
22-07-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,12,19,NA,129
26-07-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,11,19,NA,99
29-07-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,16,13,NA,106
08-02-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,11,23,NA,133
08-05-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,9,29,NA,225
08-09-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,8,16,NA,277
08-12-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,14,21,NA,327
16-08-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,22,31,NA,194
19-08-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,19,17,NA,152
23-08-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,14,12,NA,182
26-08-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,18,26,NA,253
30-08-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,18,23,NA,227
09-02-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,12,22,NA,318
09-06-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,14,22,NA,287
09-09-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,11,38,NA,270
13-09-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,12,16,NA,208
16-09-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,15,22,NA,114
20-09-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,14,16,NA,245
23-09-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,7,19,NA,91
27-09-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,14,18,NA,182
30-09-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,14,20,NA,225
10-04-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,20,23,NA,474
10-07-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,11,26,NA,435
10-11-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,19,19,NA,510
14-10-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,15,25,NA,406
18-10-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,18,27,NA,344
21-10-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,19,29,NA,325
25-10-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,24,25,NA,445
28-10-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,15,33,NA,469
11-04-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23,31,NA,601
11-08-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23,29,NA,606
11-11-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,15,22,NA,478
15-11-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,13,36,NA,536
18-11-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,15,28,NA,608
22-11-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,18,28,NA,490
25-11-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,14,24,NA,464
29-11-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,12,29,NA,541
12-02-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,25,36,NA,624
12-06-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,20,47,NA,597
12-09-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,19,29,NA,585
13-12-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,20,33,NA,523
16-12-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23,36,NA,839
20-12-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,23,42,NA,613
23-12-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,25,29,NA,240
27-12-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,25,46,NA,720
30-12-2005,Uttar Pradesh,Firozabad,CDGI,Industrial Areas,21,43,NA,522
06-02-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,22,23,NA,478
06-06-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,31,38,69,569
06-09-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,28,26,NA,410
13-06-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,35,35,78,604
16-06-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,19,34,NA,258
20-06-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,23,31,65,498
23-06-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,21,32,77,338
27-06-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,21,31,71,469
30-06-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,29,50,67,455
07-04-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,10,17,NA,164
07-07-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,8,20,NA,236
07-11-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,7,18,NA,126
14-07-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,10,18,NA,75
18-07-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,10,16,NA,126
21-07-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,13,22,NA,156
25-07-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,5,14,NA,162
28-07-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,12,20,NA,153
08-01-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,12,NA,NA,168
08-04-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,11,NA,NA,205
08-08-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,16,14,NA,150
08-11-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,17,22,NA,281
15-08-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,15,26,NA,333
18-08-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,17,29,NA,176
22-08-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,25,25,NA,265
25-08-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,21,31,NA,144
29-08-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,21,32,NA,135
09-01-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,20,37,NA,268
09-05-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,15,28,NA,319
09-08-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,10,15,NA,165
09-12-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,18,23,NA,214
19-09-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,17,24,NA,119
26-09-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,16,22,NA,238
10-03-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,14,27,NA,217
10-06-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,15,29,NA,372
10-10-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,14,24,NA,305
13-10-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,21,31,NA,312
17-10-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,19,22,NA,364
20-10-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,19,22,NA,364
24-10-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,14,17,NA,438
27-10-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,21,27,NA,367
31-10-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,14,19,NA,335
11-03-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,19,29,NA,485
11-07-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,17,33,NA,251
11-10-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,17,30,NA,627
14-11-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,18,36,NA,420
17-11-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,17,27,NA,248
21-11-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,10,18,NA,527
24-11-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,16,25,NA,583
28-11-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,18,30,NA,451
12-01-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,16,34,NA,704
12-05-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,14,31,NA,440
12-08-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,16,37,NA,511
12-12-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,21,36,NA,416
15-12-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,27,38,NA,499
22-12-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,17,34,NA,587
26-12-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,22,35,NA,587
29-12-2005,Uttar Pradesh,Firozabad,Raza Ka Tal,Residential and others,20,33,NA,491
06-01-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,33,35,178,387
06-04-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,29,52,NA,596
06-08-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,30,37,NA,426
06-11-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,18,25,NA,602
15-06-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,24,28,NA,392
18-06-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,22,31,NA,484
22-06-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,20,28,NA,396
25-06-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,24,35,NA,295
29-06-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,24,30,NA,441
07-02-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,13,25,NA,270
07-09-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,5,14,NA,98
16-07-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,8,12,NA,74
20-07-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,7,14,NA,93
23-07-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,8,11,NA,183
27-07-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,11,15,NA,138
30-07-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,15,14,NA,143
08-03-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,8,19,NA,118
08-06-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,9,23,NA,136
08-10-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,9,20,NA,240
13-08-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,14,24,NA,239
17-08-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,13,20,NA,160
20-08-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,14,20,NA,96
24-08-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,20,22,NA,181
27-08-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,18,28,NA,276
31-08-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,15,20,NA,235
09-03-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,20,30,NA,163
09-07-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,15,30,NA,141
09-10-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,10,35,NA,168
14-09-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,14,16,NA,175
17-09-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,15,19,NA,177
21-09-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,13,28,NA,204
24-09-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,12,10,NA,110
28-09-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,16,17,NA,260
10-01-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,12,27,NA,471
10-05-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,14,24,NA,392
10-08-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,13,20,NA,526
10-12-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,17,22,NA,399
15-10-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,17,28,NA,391
19-10-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,21,25,NA,405
22-10-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,14,18,NA,333
26-10-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,15,18,NA,406
29-10-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,16,23,NA,414
11-02-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,12,23,NA,349
11-05-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,18,30,NA,404
11-09-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,20,30,NA,547
11-12-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,20,24,NA,479
16-11-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,25,31,NA,473
19-11-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,26,27,NA,442
23-11-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,25,26,NA,493
26-11-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,18,19,NA,411
30-11-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,16,25,NA,455
12-03-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,17,32,NA,491
12-07-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,15,29,NA,480
12-10-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,22,35,NA,441
14-12-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,21,32,NA,503
17-12-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,19,35,NA,643
21-12-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,23,32,NA,341
24-12-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,19,31,NA,364
28-12-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,20,35,NA,495
31-12-2005,Uttar Pradesh,Firozabad,Tilak Nagar,Residential and others,19,34,NA,400
01-03-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,44.8,15,110,422
02-03-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,35,12.5,101,377
02-10-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,37.5,16.3,91,407
17-02-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,38.3,19,88,478
21-02-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,35,15.8,61,505
24-02-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,48.3,14.8,75,365
28-02-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,30.3,14.3,101,369
04-04-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,35,16.8,80,342
04-07-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,32,17.3,73,426
04-11-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,27.8,22.3,60,439
15-04-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,28.8,11.8,66,391
21-04-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,37,17,88,421
25-04-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,45.8,15.3,79,326
28-04-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,25,14.8,80,418
05-02-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,31,13.5,72,346
05-05-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,27.5,15.8,84,329
06-02-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,35.8,20.8,79,335
06-06-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,38,18.3,84,363
06-09-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,31.8,20.8,63,306
13-06-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,37.3,16.8,87,434
16-06-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,37.3,15,53,283
20-06-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,38.8,18.8,77,424
23-06-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,27.8,21.3,78,411
27-06-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,22.3,15.8,43,342
30-06-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,34,13.3,67,403
07-07-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,32,14.3,78,351
14-07-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,35.8,13.8,69,322
18-07-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,28,19.3,63,306
21-07-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,NA,NA,96,390
08-01-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,32,17,54,333
08-04-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,31,16,61,358
08-11-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,35,17,53,264
16-08-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,24,15,64,308
20-08-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,33,15,34,331
09-02-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,26.8,14.5,61,268
09-06-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,30.3,16.5,67,260
09-09-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,33.5,19.5,62,394
27-09-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,35.5,13,73,243
30-09-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,31.8,16.8,48,296
10-04-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,29.5,17.5,69,421
10-07-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,26.3,16.8,74,304
18-10-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,24.5,13.8,71,371
21-10-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,24,14.8,86,331
27-10-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,31,11.5,75,500
31-10-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,26.3,20,72,371
11-07-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,24,13.5,70,338
11-10-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,30.5,17,98,270
16-11-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,30,13,59,320
19-11-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,34.3,15.3,59,364
22-11-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,34.5,14.3,78,356
25-11-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,29.8,13.8,87,310
29-11-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,29,17,73,391
12-02-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,27.8,15.8,59,276
12-06-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,42.8,16.8,83,259
12-09-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,30,16.3,50,390
14-12-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,27.8,16.8,70,328
17-12-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,38,18,109,440
21-12-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,35,15.8,70,258
24-12-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,25.8,13.5,56,331
28-12-2005,Uttar Pradesh,Gajraula,Raunaq Auto Ltd,Industrial Areas,28,13.5,55,333
02-01-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,58,279
02-02-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,63,202
02-11-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,83,188
18-02-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,82,195
03-01-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,66,214
03-04-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,62,273
03-09-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,64,183
14-03-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,24.8,12.8,61,185
04-01-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,54,198
19-04-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,46,175
29-04-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,69,182
05-06-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,21,14.5,54,201
05-10-2005,Uttar Pradesh,Gajraula,Indira Chowk,Residential and others,NA,NA,57,185
